,ID_ALUNO,ID_MATRICULA,NU_IDADE_REFERENCIA,TP_SEXO,TP_COR_RACA,TP_ZONA_RESIDENCIAL,ID_TURMA,CO_ENTIDADE
337,BA89E0EA38F577EE5D319F7B584D361A,323395955,2,1,3,1,13068756,31352055
338,2FB2F360F16931B5E8B3A7BFD38F7AE2,323447014,16,1,1,1,8827159,31292451
339,5FCAEFB038884DED5A3D4CC893F0CE45,323395361,2,1,0,1,13068756,31352055
340,FFFFD0493B1FB5DA6D8AC63C240970FD,238744571,14,1,1,1,5958979,31205265
341,A6BD96BECC8C261F3A3958481688F1A4,238189775,14,1,1,1,5958979,31205265
342,DA25690017CF8C6BE2F379EEE6C16A89,218528660,3,1,3,1,12345210,31348449
343,B3B35115FD216D595BCFE92D8D0D3581,326167558,3,1,0,1,14218444,31203092
344,D6A1ED311E9B5B693A7E28229881A006,228255569,3,1,1,1,9254547,31242471
345,398BFAE780F693B32F7A51B4B71BE877,221833256,4,2,1,1,98189,31205265
346,D1B10818E07749EEF03100859E78C1D0,243297242,16,1,0,1,87478,31205265
347,BC8EEEC446CB9C2ADCE400F497A3E9A0,293208435,5,2,0,1,12060970,31328294
348,D4368AB841D4D4874707CCA161A7ABA5,298779724,21,1,3,1,12665988,31202983
349,A428FC2D411F3CF086716066DC2123D4,295004350,14,1,0,1,12851416,31203009
350,81CAC181721AD5226EE973A7C1A99F15,295004543,24,2,0,1,12850461,31203009
351,ADD9539DB3271E462B0449D9A862FDA6,295004625,15,1,1,1,12850453,31203009
352,A418EEA122CC0D8AD596C28CC5AE9048,295004634,18,1,3,1,12850455,31203009
353,C14FDEB7355ED0FA78739F8DC413CC7E,284842416,2,1,3,1,12139377,31288128
354,0F9BEC55F7540BB4F4349CAAF1072D37,236679464,2,1,0,1,9404430,31288110
356,804EFD519E094A7E354810B49DF42DC8,1466123,11,1,1,1,143985,31203122
357,CE2BCD07A2147C912FEBAB78C9AB3157,163890726,7,1,0,1,8839003,31203017
358,15AD8A7C6A9870A2808D6A0BD96FF824,1883011,14,2,1,1,143990,31203122
360,B36A00785449BA4AE9EBD814B99DD199,1882679,14,1,1,1,143991,31203122
362,653C15D6007AA3FFCBD2B4EAEDB3A477,303462269,17,1,1,1,13212560,31202967
363,EFD545C24146849D0A543EEC2C4C1277,303462304,13,1,0,1,13212016,31202967
365,A44E4D34ABB41848CA31EA70DABFBA24,294034820,8,2,1,1,12243052,31261009
366,8D50E64E65D7CBA21C22C9243EEE19CB,221696483,4,1,1,1,87637,31205265
367,229DD2526D307EDB7303AA75C7DCD24F,238663124,4,1,0,1,12456208,31203076
368,DBFCD29421B526EBA2B44E175C705B23,293585149,5,1,2,1,12404662,31217751
369,2736142A50C580390B5B1F55FE254591,303458698,17,1,0,1,13212023,31202967
370,9DD49C2156A1359CB0083EFB45F0D01F,277946918,10,1,1,1,11991294,31266965
371,2E2125B3C9FA093F42CBFD68F49DC471,277977677,4,2,0,1,9056365,31244279
372,F9118CCB5A31FA60705FF53D112F68E6,1956856,15,1,2,1,143994,31203122
373,B0DBBB0DDAF20769F05B0D87644EEBFF,2009200,16,1,3,1,143996,31203122
374,E3B217B1ABA057B015903F997CCE8639,170854112,15,1,3,1,143991,31203122
375,3EEBDEE0BA1ECF8849CE624078195C15,278235548,11,2,0,1,8843756,31203017
376,87435B36C75F3A835ECADBC94B7B0A01,2065541,17,2,1,1,143998,31203122
377,54054CD375D30E2401301C9E62CCA52A,228422580,6,1,1,1,88003,31205265
378,37B07EBE91652CA5B4903A2358D0BAD2,294993643,17,2,3,1,12851364,31202975
379,B29E763EEABC6330EFE65FA721F5B59A,295003917,16,2,2,1,12851409,31203009
380,DE6C6F1089D328C363C436E5F479821F,295003947,19,2,1,1,12850448,31203009
381,E5A15831E474606974EE1A5BE454EEF7,304138148,6,1,1,1,8825069,31292451
383,D49889747BCCE9427109D8CC4EC36920,278917072,5,1,3,1,9055670,31244279
384,681A4F0EFF184E424DCB5E25923587F2,295003471,18,2,1,1,12850459,31203009
385,FDBD8965B4A602F81F0A2705EFA7A372,295005098,6,1,3,1,12851474,31203106
386,73F2BE1E458EBE1C2FA22F9C5877E64F,295003948,13,1,1,1,12850442,31203009
387,7C95FEBA30088A3604314E5EC1C90AE5,294993778,16,1,0,1,12851364,31202975
388,CB9DAAB747FE6F170B91DC0BE8C3EEF9,295004068,14,2,3,1,12850444,31203009
389,0990973A5F719BAE56F561CC50B45BF8,295004222,14,1,2,1,12850438,31203009
391,0BE1F960DE01AB5048D9505CAC1BEBA7,295004621,17,2,0,1,12850452,31203009
392,3B1CC341280E8132733F9CE0CAAB2C6F,281228783,9,2,3,1,11898211,31251933
393,22D6AD6521FDFD071E3C4F0424B1BC6C,281253359,12,1,3,1,11897665,31251933
394,F839B67A18A637B9BAFD35D02B943776,281599997,14,1,0,1,9069200,31244279
395,A4EE75125762F982C52464DFE4E39733,281530337,8,1,3,1,11990331,31266965
396,C5F496C8242BB71AD6698AC0006D6849,294125580,8,2,3,1,12243129,31261009
397,9F39A6C55E53968F32003E5E0AA53BFF,294994346,17,1,2,1,12851158,31202894
398,D5E71FE64127B233DC9B4FB0669CD9B4,295006743,9,1,1,1,12851449,31203106
400,1DF3E080A62031F7E16D6FCA582A4C6B,295155032,15,2,3,1,12857797,31202908
401,B045BB1DBF80DE3A6EF344C5D85FC859,295005333,14,2,0,1,12850439,31203009
402,9A4AA939B79AA41205432D2CDB57FD7C,295127859,14,1,1,1,12858031,31217743
403,8546EFB1473B3A931BA9D0FFBFF6348C,295127960,11,2,0,1,12858024,31217743
404,1F8B1BE7D84FF7263992BB94D3E8FC36,295127997,18,2,1,1,12858042,31217743
405,8D068DC07B8CD1ABCDAEA741341C5B25,295128125,16,2,3,1,12858037,31217743
406,13D44B9B9BDA618DAA0826F04F55269A,295000698,17,2,2,2,12851365,31202975
407,DE431BA00CA3350C06C1DECBD5036809,295006009,15,2,1,1,12851466,31203106
408,2AA4F1EE8C29988A7FEE1506F2B360AA,295006068,16,2,1,1,12851473,31203106
409,E3EFD823EB6CA6EDADCF190D8B802F54,294992990,16,2,3,1,12851157,31202894
410,F1856D6B3B6F14E1C7AA4DDAED909E76,294993949,18,1,3,2,12851357,31202975
411,E27315816D0198FBCD9D6ACC4B71D6A5,295006343,14,1,1,1,12851462,31203106
414,970713CC1AF947178168B38889CA7849,32170747,12,1,0,1,12147583,31316245
415,30F2AB98154FED35C0B453F67AF039D5,114793212,7,1,1,1,12106599,31328294
416,20AEB6AB2DB533886ABF68349EFCE1EF,167294556,4,2,1,1,12061174,31328294
417,CE45374D8479727E2FF82305C323C00E,222386919,3,2,1,1,12060916,31328294
418,C508B5794073AF9B6BB814A9F86C55FE,236235465,5,1,1,1,12457331,31203076
419,AEF24EEEDEB8E2975893FF4DAD990B40,237728827,14,2,1,1,87483,31205265
420,2AB1535719635F2E62FAA891AC571426,236943178,13,2,1,1,6363555,31205265
421,64F88374AF31DA449C02A6EDCF23328F,295006520,11,2,3,1,12851453,31203106
422,597006C3A12AA23CC4CDCC7C228C6125,295006555,11,1,1,1,12851454,31203106
423,D479ECD8AC169D07F30C2857A5A8B07E,295127354,17,1,1,1,12858039,31217743
424,86C6C23495A406468F5C41698E85E6CC,294994460,18,2,0,1,12851173,31202894
425,CC35563538348DA04823CFB9CC055057,295006709,11,1,1,1,12851455,31203106
426,D9D973BBB5C43615A9DCC95DD91663A5,306163345,5,2,3,1,12668688,31261009
427,4E5D968256AD25B64D20BF004F63B56B,115682437,11,2,1,1,12116235,31328294
428,3777156F0E64615B2692AC13EA04B012,224219633,11,2,0,1,12116153,31328294
429,F01CC3173E0061E88DBF765584CC893F,19439982,12,2,1,1,12319725,31202983
430,AD1D53DA9EBA7D08EEFFCCE4F476123F,222677533,10,1,1,1,12145904,31316245
431,6447D611EE6C9B505E60665AC3E1ED7D,282669298,12,1,3,1,12147461,31316245
432,F29EFD62615F835F63EFC3CEDD828BB5,282900303,7,1,1,1,11990284,31266965
433,F01B60D93A3BDDD2B21986BFAAA9B216,103679421,9,1,0,1,12186664,31202983
434,238F3A84F3135CC2CD0388AD3C87191F,295711787,4,1,1,1,12838434,31261009
435,7757C48E0CE74DEBB9FFCCD9A65F48D7,283667816,6,2,1,1,12106295,31328294
436,E973AEBFC4FAA9E76F27EC58B773882C,284763039,8,2,1,1,12107016,31328294
437,7A475B4570F165244476AF8552B4A5EF,221289722,5,1,1,1,12133199,31316245
438,C716D07FDEB2D95B36DE3A0B09673890,165889096,6,2,1,1,12045953,31203092
439,B03A34CFF7392116B2E73A3EA8DE8381,281506525,9,2,0,1,11990353,31266965
441,F08041270DAC397FBF78979B15D4C545,222746749,13,1,1,1,12147739,31316245
442,15B47B98AA4D38013AE6DBE59FA42112,223015526,8,1,2,1,893288,31205249
443,5D321B489BAFD3AB0E25623E532DEE9F,285396530,5,2,3,1,1933520,31203068
444,3AC05716B11CAD8147745BB38801A0E5,221347509,7,1,4,1,12135013,31316245
445,087EB58C163DEC364BDAAD0961E0B5D9,281720947,13,2,3,1,9066600,31244279
446,B5C310B4C9E73CA4844816541EE7DFE9,320848566,15,1,1,1,13193550,31292451
447,1306E92E4317F295685FECF9CC062B47,321175320,2,1,1,1,13997554,31354848
448,EC3834242E95BEFF5DBDFC3E4221EE22,222905440,8,2,1,2,12094604,31203092
449,0CFF6825747970387986BEA6923BB0CE,285109615,6,1,2,1,11958272,31326054
450,0254C36A45CC10054D456E5ECFA37842,222715592,5,2,1,1,12061225,31328294
451,50B4805B7552FF17398F953F45C7A9BB,222183592,3,2,1,1,12060861,31328294
452,F51B398EC7466D2D7FBA937A01EE5416,114254290,6,1,0,1,12106425,31328294
453,556612D5589799FAB8714AE52D5C4751,115050817,18,2,1,1,6688615,31354848
454,7ED879447A171A4FA46DDFC1039FF38F,225205110,10,1,3,1,12206593,31354848
455,F46B426C88D478AFBB108AAC8BCA8C28,222738960,12,1,3,1,12147379,31316245
456,DD3AAAFD9ACE90E8C8D54868AB80DF3D,224246688,12,1,1,1,12116153,31328294
457,65B0179F1C6E22A3B72B5C0D6BBDD3F5,23869761,12,2,1,1,12116406,31328294
458,30C46043097909432CA24FD66D83EB82,30890831,11,2,1,1,12147342,31316245
459,7DF7298F50FABA57C447D08E83EA8BD5,282572091,12,1,3,1,12147342,31316245
460,DC292C2F0130B2CF77FCAA727ABED09B,282527687,24,2,3,1,12165588,31326160
461,2036C54477322D261388E7B1AC7C124B,30950530,12,1,3,1,12147342,31316245
463,34D5F14B7970225DF302E914F514C992,224493736,17,1,0,1,12281170,31328294
464,76C03F5F66E27E1F09F051638AF6FE94,285964865,3,1,4,1,12139430,31288128
465,578912192C45A7D013B110947E46C3FE,110831499,6,1,1,1,1741028,31205231
466,F15855CD9209B04984D7CDE337D34B2D,234491124,12,1,2,1,6397098,31203076
468,F0E19D051CB318C9C8DB49487BCF84CF,28110448,15,1,0,1,12279781,31328294
469,D66A7736DDA7C0CAEEDAC3BA04EBACD1,233743512,13,1,1,1,12147583,31316245
470,CA7C92C0DC5B88FAA00DBC11C545CBF1,19301293,14,2,0,1,12341085,31202983
471,0894EDB4F713A05FF6AA141406F56640,283217345,16,1,1,1,12223016,31364355
472,F269DA492E0D5184C43D5B1FFD2B07A8,19456696,13,2,1,1,12330539,31202983
474,C7061E263C9D93FC68EE4EE01E912006,66099620,18,1,0,1,8797666,31205231
475,22F12805D44D228088C23B9A9A2E190B,230439423,7,1,1,1,1741030,31205231
476,264A2BF73C71CF0232186191810B0590,287011995,14,2,1,1,12117391,31328294
477,695288B30AB593F1A3A5D45502B4CF01,287564660,3,1,1,1,12139472,31288128
478,476C1CF6B50D8C6B3AD2A981DE7F47AF,287656724,10,2,3,1,11960640,31326054
479,F43D16F41305FF42C6DCA7DA47E403B1,291074757,24,2,3,1,12333983,31245674
483,0014FD745FA2D1C9B512985BB3AAA030,109058987,15,1,1,1,12147739,31316245
485,C1B1E28CD4DE64AE064A371345696542,283588664,1,2,2,1,11890706,31347949
486,3DDF6A552CCF4792A5AE353C401E1C9F,114687240,7,1,3,1,12060719,31203092
489,B6496727F86D012B65D63C8841C7B139,287789349,40,1,3,2,12533900,31202983
490,6E3F3437BCFDB11D38A0650CBEC75B9E,288075782,13,2,1,1,1741039,31205231
491,236592F6F2E30DD64758BC1F003D2F5F,288553565,10,1,1,1,12542542,31310573
493,7A9C8F65C0CF9C3278CC42B23D7C36DD,3351344,11,2,1,1,143983,31203122
494,6CDDD63C036DF302DAC8CA49B6ECD00D,3483661,11,2,3,1,143983,31203122
496,383B74BD7875ECCE75DF0463598B85D6,284992692,24,2,3,1,12359609,31326160
497,AA586D4BBB49687F4894A5B087BF5E56,20832773,18,1,0,1,893272,31205249
498,90DA93B58CD5472F765DF0EECCEDD352,20320482,10,1,1,1,893288,31205249
499,5838918F444A277AA7F91BAA7207C625,288368866,16,2,0,1,6242025,31205231
500,137741C113CEE6846B68BFD41D34C90F,291655114,6,2,3,1,578830,31203076
501,4CC974383116238453D5636CCA8664AE,290840325,5,2,0,1,12665891,31261009
502,4257A4AC31855AB885B3376582FC7600,221658795,7,2,1,1,8816317,31203122
503,27CC71D990B32D79D511C9DE5B5DC753,1444231,11,2,1,1,143985,31203122
504,B29558E9CF10E601C291F13D49335AA3,1911625,15,2,1,1,143992,31203122
505,926FFE38EAD181ED5B69F334B843735F,164233188,12,1,1,1,8845519,31203017
506,A4B783FDABB63178F550FE17D180EF3A,164634568,13,1,1,1,8847240,31203017
507,1EE10943C7A5B2893A075E3457630334,226942997,7,1,3,1,1932304,31203068
508,805E478FBE9FA3CE199ECD56296C8A84,286989117,3,1,1,1,12500414,31360333
509,954DCE0B53C7EA338F479FF157EE6830,20726602,15,2,1,1,893276,31205249
511,A4A58B083A14D4E395F0E7ED88009F4F,164924920,14,2,3,1,8879564,31203017
512,5E2E4A4376E681E802552A5A9CA985B0,164930105,14,1,1,1,8879564,31203017
513,27C80A7A77215DF135454BDD42008C4B,164932080,14,1,3,1,8879564,31203017
514,FF9CFF5DBF3395E019EE7711DCC370AA,244982113,2,2,0,1,12342424,31362476
515,4E5F009597A2760969B2E12C6C1281A1,291618959,7,1,0,1,579514,31203076
516,11D0A01E7B2CC8CF3AF7FA78C70A8D31,303462482,29,2,0,1,13212025,31202967
518,8328E9A24E4D1A66FFD776AD7C48D548,278106148,4,2,3,1,11993117,31244279
519,27C8A1C9EAEA50619C2403C62B13D82F,278055083,10,1,3,1,11991294,31266965
520,92D063830B8DCCB19699977DBD4D664A,10510452,14,2,1,1,143991,31203122
521,0B21E5E0976FE2D859CF2E491BE1A69C,278222689,11,2,1,1,12012443,31202878
522,14F7F19823BB1C4D868B0DB16AFB7AA8,1931645,16,1,1,1,8818115,31203122
523,B693198670962E18842CE53FEEAA18B6,278265550,12,1,3,1,8847101,31203017
524,3378C780B413F08A198EFA67B73F1B24,226804782,6,1,2,1,1932301,31203068
525,F1C080FECAC9697563DB663818E59079,285787726,16,1,0,1,893276,31205249
526,0191D3ACF6A118F1C73CF3D7BD6C98B9,232496289,12,2,1,1,1741038,31205231
527,E13342F56A5994DA0760314680BEB5CB,222819912,11,2,2,1,12405535,31217751
528,6552E75334FFB57F6F6B203B09BD176B,292001975,3,2,1,1,12539371,31310573
530,61C917F611BFB292F7A9D489D5443904,236788805,13,2,1,1,87486,31205265
531,A3D3171616C1FF8E5825340628290128,278231714,11,1,4,1,8843756,31203017
532,C46069FFEC8BC991903FF72CFE155B08,226390805,16,1,1,1,143996,31203122
535,D5B1A9CF5C7C547E02F7D3511C61D54C,288404032,14,1,0,1,12011314,31202878
536,8EAFFCC6DC71C85C53FDFFEC18155698,230614588,14,1,2,1,12100135,31203092
537,CFC06026A2BA6098C795FD0DA0D3B57F,291125439,4,2,0,1,12404542,31217751
538,8C2850A02D737274F1B01BF92E49CDD0,291206859,5,2,1,1,12541154,31310573
539,31F6726A8608AD95C3AB9817FAF86917,187714216,5,2,1,1,12456103,31203076
540,E5AACD54BBCB79CF2ACF296D42037636,291566266,10,2,1,1,12012443,31202878
541,DA574212AAD7F55F9FBFF9E060DB2E41,293049011,2,2,0,1,12345145,31348449
542,8392C169787B6954D1B1575D2EC16E39,278927616,4,2,3,1,9055697,31244279
543,6E2B1D461BC97A45D4139A2655237044,227320406,11,1,1,1,12012562,31202878
544,43E5537186C4A7ECBF8C2D1B24CAD10C,227328804,13,2,0,1,12009984,31202878
545,0F6B6AB43077C490B6F7CB8E7EB7062A,279271384,8,1,1,1,12131264,31261785
546,C48022690CAF8277A953B73EF1F08432,288147427,4,2,0,1,12537968,31261009
547,D3FA191F222FE683D9A2F9AB355CDCAE,289986929,4,2,0,1,12009050,31202878
548,23BC966B272AF094FB17FCB4DDC5829E,288349967,13,1,1,1,12012240,31202878
549,0CEBFB1A1267FF03F6B9159D186FBA3F,288132738,4,1,0,1,12537968,31261009
550,7356E469E207987E35646583C2682953,239101805,15,2,1,1,87480,31205265
551,4B346F4F78100E211CA5A32689729F8B,186535626,8,1,1,1,12129135,31202983
552,B9D0778FA2D5ABDF314586DA4449EFCA,248131978,5,1,2,1,12151049,31288144
553,FBD022EB79EC4D21CC72D63D852F62D5,279746221,4,2,0,1,12113642,31261009
554,2D67078A0F18443022CC3ECC7557FE70,279717121,9,1,3,1,11990353,31266965
555,AD0B27C8C752CABFDDA65D27E37276AA,280028991,6,1,1,1,11881312,31251933
556,1EC0390AA7E0CB457FFC28AFBBD3F95D,3727338,7,2,3,1,11959457,31326054
557,54808644504461F21BC3DF6F68228CC4,228274493,6,2,3,1,11959663,31326054
558,B1B572C2FF395CB2AEC8B1C23C3D9C62,290509008,39,1,0,1,12581175,31202983
559,DCA34DB1E7E694D94A5C94EA3F14B619,239189269,18,1,2,1,12581175,31202983
560,59F5D4FC6E0BC89A4A84B7979DF577BF,279655121,7,1,3,1,9059544,31244279
561,8FA42E70805B1DF834A4B211EF39D757,243249971,16,1,1,1,87477,31205265
562,1289C6DCB966E87982FF409295849D99,280186476,8,2,2,1,9057872,31244279
564,7E6752BE7CB27386DBB9EED92CB36937,280336306,9,1,0,1,9062437,31244279
565,67A162AC6AFD0053C3619F4114C288DB,172893707,13,2,1,1,6684541,31354848
566,003F91B66F3D81AE23D4AE5F0D9C6548,133928941,7,2,2,1,579514,31203076
567,FEF0786AEF075A64A548B12CBCE19DFC,294993382,14,2,2,1,12851170,31202894
568,97393C5CA04ED70B724CC4EB1CB17C16,295003682,14,2,3,1,12850439,31203009
569,91F9D16036429890630C11DEC4231857,294098023,8,2,3,1,12243092,31261009
570,92CC4C26467F54FE8FC2E48F33D705E8,247040112,16,2,0,1,6689202,31354848
571,C2B812014C7B912083166825CCA15193,186848233,9,2,1,1,12217321,31202983
572,B2BBFF2E2257A817C417486FD0A4914B,233546019,14,2,1,1,12012373,31202878
573,FF0A5D9C6E9E7C0F02140C25A76E6F0A,221294860,5,1,1,1,12133060,31316245
574,1C40F90A9DD38B52B372D451E67AE30F,165881092,5,1,2,1,12046338,31203092
575,9A7507DBCC4DC3FB7DA044BDD0B38174,225983954,6,2,1,1,12241704,31261009
576,EC7CA806BD3EA59892275B1C7A10865F,128360876,7,1,1,1,579639,31203076
577,ECC10ABF908E8C7A248D70669A472C21,292001838,3,1,1,1,12539371,31310573
578,1105B481DA2D71838E09D862EDA7E9D5,295003517,16,2,3,1,12850445,31203009
579,293C8AFCA4DA07D7C1F902862BF6E2C5,295004774,11,1,1,1,12851455,31203106
580,1743D6775C849FF77B5DC36BC9C23FEB,295003802,19,1,1,1,12851415,31203009
581,16790654AE19CB7653AA32E3EF0CAD69,294993715,13,2,2,1,12851353,31202975
582,B305750CDD8CAA77D1C14C15D87CB505,295003998,16,1,1,1,12851408,31203009
583,56963FEFE7CEB1792679809A5FC1DCDA,295004007,15,2,3,1,12851406,31203009
584,B7864673137C9D8C34742A258DF330F1,295004058,19,2,0,1,12851413,31203009
585,A80A4AEABCD4E5C8BD6D8CBBB83B3BE2,295004142,14,1,3,1,12850444,31203009
586,E357D57E7FDFC21F010992001B018903,295004254,17,2,1,1,12850441,31203009
587,FD0DCC1A3D4BB8F0D21A4BC5032ED915,295004278,18,1,1,1,12851414,31203009
588,7213DAD2705BD414CF501CB899F11B5D,295004338,16,1,2,1,12850445,31203009
589,A74E9B938DCD2B328E7753F87CA63C5B,295004471,36,2,1,1,12850460,31203009
590,4BA987DAB92E814BE6C2910C4039CD4B,295128242,10,2,3,1,12858022,31217743
591,D5A0C2DB77BA2E8863C7BC00083B755E,225910810,6,1,1,1,5973899,31205265
592,981482E571933B6129B3EA43AB690007,294091840,8,1,1,1,12243092,31261009
593,9EEAA58E255EA2258AA342E0C6F4AA2F,295007209,13,2,3,1,12851476,31203106
594,6E0CBA5E7F909F0E45E6CD63E80BC42C,295127449,19,2,1,1,12858041,31217743
595,A02A254CEB6CF3CA987453F9D08E6386,303461069,19,2,3,1,13212025,31202967
596,82E8C29B7367BCE23B7FDF12685A11BA,303462374,16,2,3,1,13212021,31202967
597,A028B91C62C92233C771106BFD3F42F0,66058749,8,2,1,1,1739670,31205231
598,B10C4A9A32328ACC6CA3F0C9486F3AA5,111230488,5,2,1,1,1741027,31205231
599,67FD9A50B5E3998CE5B6EC52D6FBA0AA,286989657,3,1,1,1,12500414,31360333
600,D3955F0F9571378EE5CE3A9D780712F1,298850021,6,1,0,1,6110217,31203122
601,270E41865D09DF1C51479C0B35B60854,288067068,11,2,1,2,1741037,31205231
602,AC4182BD83847D6F89B5AC9EBE95C7C1,104193064,8,1,1,1,4759506,31203076
603,F470DA31EFB23C595A6B37D108B815C3,230480919,14,1,1,1,12098178,31203092
605,9D1D2A57D69947AF8E895EF1A19CA4C1,230428092,13,1,1,1,12098127,31203092
606,AEB29B9AB2CD2FBD5C66C97EB89D0407,230402748,13,2,0,1,12098127,31203092
607,21707F0B062D0AB636771AA09811BA14,288972699,8,1,1,1,12542310,31310573
608,E57E459CB4D23E35E5327341DC0C2D07,168197249,8,1,3,1,580260,31203076
609,FC5CD3A9A5385933A495C4BB27859C4D,299627210,4,1,3,1,12009050,31202878
611,D72D9691B2D5F3B44421EC0D7D3C50C2,163777125,6,1,1,1,8842310,31203017
612,B0C79D18BEAFC8D18BED65924BD57410,221107607,7,2,0,1,8839003,31203017
613,BE4E6115A5971111D713D7CA053BECEE,1466125,11,1,3,1,143986,31203122
614,E7A4442312A2D50AD5233CF3F499EE33,164553982,12,1,1,1,8847101,31203017
615,13626290F08AC5C5A76D87B569FE4A7C,222547201,12,2,1,1,8847101,31203017
616,3F6BE3DDEF382AB26528B340A269B3A1,277999001,4,2,0,1,9055631,31244279
617,4FDE245095A81EDCC1DD9F684C465862,277511696,4,1,3,1,11971636,31202983
618,D320AF052A9263967F6676184EAEFFDE,224814030,6,2,1,1,12009488,31202878
620,9AEF3A3700308AC39534873CA8DAB225,300174269,17,1,0,1,13062935,31202983
621,873291339D223A6831CD60C40BDFC757,300840954,14,1,1,1,8818115,31203122
622,9CDCA8DE6FB43E0344546A3CEABE4782,277908850,9,1,3,1,8842545,31203017
623,AA3B3969F9CCAF23E15E01E2B965F8C5,278112772,11,2,1,2,11991294,31266965
624,79C36079E9B4EB8C93291EA22D36E0FB,299817233,1,1,3,1,13022743,31288144
626,44E0E86969C6544ABDE80C4FE6CCCAAA,308028930,11,1,0,1,8822844,31292451
627,93E0C92D600DAFE70C7ACC4C8B90F0BD,308134192,1,1,0,1,12428022,31295621
628,C69A1083FDAB24007516502A8A70D8F7,221859450,5,2,1,1,12077973,31202983
629,46B7FAB563CC01CDF33C1614AE4DF8C9,227325624,11,1,3,1,12012545,31202878
630,D701954636ACAC5B8FDD336B08C8886D,310363609,13,1,1,1,8825356,31292451
632,12A9DE81087750EA5FA05E212EC93DDE,103205202,7,1,0,1,12101638,31202983
633,BCDDF67E4729FF65B6A6C2F786536823,228619792,12,1,1,1,12011034,31202878
634,AB2F94B16B59EE200EC8C4C431733DD8,279253799,5,1,1,1,12131137,31261785
635,AB5165896529360DCB7A4D59DBB9F201,239963389,15,1,0,1,87480,31205265
636,65DC0D00D38CBAE82EE10FB503912F15,185778696,8,2,0,1,12129114,31202983
637,7E643D6850712B04D1C4B47AFC404C56,188414377,11,1,0,1,12186397,31202983
638,92D60C813982053F534774796D022205,16541853,8,2,1,1,11961419,31326054
639,AC9F849351222D5E33906ED0F6F93D3A,280291283,4,1,1,1,12131572,31316245
640,0A0B9B02BA9D99AF2A75E547AC3CE4D2,279747946,8,2,2,1,9057007,31244279
641,DBC23305A806688EFFE87F62F5DE2B72,299897851,2,1,1,1,6182965,31205265
642,B4BF70BBCCC18B1B7B5BFB7931A7DD4A,257168237,3,1,0,1,13068770,31352055
643,60A3F6274191F80667F3F8F8D5BA9B95,188212301,10,1,1,1,12183891,31202983
644,B9AD8981B8CD0ECAD405A928A39F16F1,280322365,8,1,3,1,9062437,31244279
646,93DE3FD3BFCC88DB606A939EF7739CA9,248366059,17,2,0,1,3383986,31205265
647,2C3495BF47F39BC15DD1A320FF903E9E,234199829,14,2,3,1,12011353,31202878
648,D4349822369E5DB0002ABA195B3B661F,280535915,2,1,1,1,12129883,31261785
649,A35C1381205DFE54BE00EB7BF12E5542,103680738,9,2,1,1,12187295,31202983
650,DBF8BEE7A3D43C27DD171E528745D980,226059287,16,1,1,1,6689202,31354848
651,FEA8E033496B714B3FE3A191FE0CCA9E,280884802,10,1,3,1,9065523,31244279
652,F2AB269AACC7A75FF455B192AD315680,280921387,10,1,3,1,9064446,31244279
653,AFD016A53811E87BD1C5AEF5948C6980,281560968,12,1,1,1,9064047,31244279
655,F044FE21AA340B9BCDC8BF5E105C2E66,281067186,11,1,1,1,9066352,31244279
656,03DAD93CC9F9097FD7AF71FD0C0EE877,223512634,6,2,0,1,12133420,31316245
657,9B4921D37FBF8012476EA79BD355B2B4,282095850,11,2,1,1,12012562,31202878
658,4AD4F047D50B41DB88E1F09F6F5F0C1C,281560607,12,1,3,1,9064047,31244279
659,2400E95814134EC0FA9FBBA96A11C27B,165854615,8,1,3,1,12135175,31316245
660,FEB23816C598013036866333DC25CBA5,281563651,12,2,3,1,9064047,31244279
661,43AD34B52E09155060A316A5CD0A6E33,221943523,9,2,3,1,12144950,31316245
662,788B44CF9A3F82EA2092BBB0BB56E97E,248168195,17,1,0,1,3384015,31205265
665,1BFE61A2BACDE799E1B5CE957384BF01,282030558,8,2,2,1,12129081,31202983
666,CB6A95D432074DCBEAF30C386A5BEDDD,167780550,11,1,3,1,12115698,31328294
667,53B77FA3CA86E54D7FB983AA774619C8,282132371,9,2,3,1,12217321,31202983
672,DBF9546AE2B709DC3F4EF4567D07DDF3,31085240,12,1,1,1,12147583,31316245
673,0CC6ACB3C08BD6B7EA85719DACCD6201,166075538,14,2,2,1,12147806,31316245
674,D1BC39C2534698BE2E8011E380CEAE65,282883326,8,2,3,2,11990284,31266965
675,DB9F560CD0E26FC58C96A9D76B2F485A,298736182,15,2,1,1,12665818,31202983
676,D15EDD3D861971FEA35179F3307CCB30,298732726,18,1,0,1,12665818,31202983
677,4745D977B4CD8DF4CE56040287A3DA6F,295007059,7,1,3,1,12851444,31203106
678,ECF3A1E1652D054AAB6327EF37034310,295003590,17,2,1,1,12850447,31203009
679,F7DB14BC169DE0C1C32C0FD2A744B8F8,295002810,18,2,3,1,12850458,31203009
680,6CBDED11D8586CAE026F6EE6521851CD,294993623,17,2,2,1,12851354,31202975
681,C79B225C3C100368382923650348A520,295003946,17,1,3,1,12851410,31203009
682,34BB1EB655E1C5BA76D8785F4FE938FA,295003991,17,2,1,1,12850441,31203009
683,1877ED107ED92DF5F2007DE65989F3BF,295004324,15,1,2,1,12850439,31203009
684,73A0372376F7519D4D8233CEB92E0F01,295004384,16,1,0,1,12850446,31203009
